ID,Data,Produto,Categoria,Quantidade,Preco
480,2023-01-20,Livro de Receitas Fitnes,Educacao,24,65.0
481,2023-11-05,Monitor Cardiaco,Eletronicos,12,353.0
482,2023-06-08,Barrinha de Cereal,Alimentos,39,4.5
483,2023-10-20,Multi-vitaminico,Suplemento,45,89.9
484,2023-01-13,Barraca de Camping,Lazer,33,680.0
485,2023-09-16,Barrinha de Cereal,Alimentos,44,4.5
486,2023-06-25,Monitor Cardiaco,Eletronicos,38,353.0
487,2023-03-20,Creatina,Suplemento,45,139.9
488,2023-05-07,Bicicleta,Equipamento Esportivo,6,2450.0
489,2023-03-27,Monitor Cardiaco,Eletronicos,4,353.0
490,2023-01-06,Creatina,Suplemento,35,139.9
491,2023-11-20,Camiseta,Vestuario,31,79.9
492,2023-08-18,Calca,Vestuario,14,246.0
493,2023-10-23,Relogio Inteligente,Eletronicos,43,899.9
494,2023-08-07,Relogio Inteligente,Eletronicos,44,899.9
495,2023-11-14,Barraca de Camping,Lazer,14,680.0
496,2023-09-20,Monitor Cardiaco,Eletronicos,15,353.0
497,2023-09-05,Luvas,Acessorios,50,97.0
498,2023-07-09,Livro de Receitas Fitnes,Educacao,49,65.0
499,2023-06-27,Calca,Vestuario,24,246.0
500,2023-11-19,Creatina,Suplemento,38,139.9
501,2023-01-14,Mochila,Acessorios,44,120.0
502,2023-05-16,Relogio Inteligente,Eletronicos,28,899.9
503,2023-10-24,Barrinha de Cereal,Alimentos,28,4.5
504,2023-04-22,Relogio Inteligente,Eletronicos,26,899.9
505,2023-10-20,Barrinha de Cereal,Alimentos,37,4.5
506,2023-08-18,Cantil,Acessorios,45,35.0
507,2023-11-17,Mini Trampolim,Equipamento Esportivo,16,350.0
508,2023-03-20,Meias,Vestuario,25,19.9
509,2023-02-27,Barrinha de Cereal,Alimentos,7,4.5
510,2023-06-29,Mochila,Acessorios,37,120.0
511,2023-09-20,Mini Trampolim,Equipamento Esportivo,14,350.0
513,2023-11-08,Luvas,Acessorios,31,97.0
514,2023-10-24,Barraca de Camping,Lazer,27,680.0
515,2023-04-02,Relogio Inteligente,Eletronicos,26,899.9
516,2023-04-04,Barraca de Camping,Lazer,24,680.0
517,2023-07-31,Mini Trampolim,Equipamento Esportivo,37,350.0
518,2023-12-03,Mochila,Acessorios,35,120.0
519,2023-08-24,Meias,Vestuario,34,19.9
520,2023-05-29,Bicicleta,Equipamento Esportivo,21,2450.0
521,2023-07-04,Livro de Receitas Fitnes,Educacao,35,65.0
522,2023-03-21,Relogio Inteligente,Eletronicos,5,899.9
523,2023-12-23,Relogio Inteligente,Eletronicos,17,899.9
524,2023-10-17,Relogio Inteligente,Eletronicos,15,899.9
525,2023-07-16,Mochila,Acessorios,44,120.0
526,2023-04-03,Luvas,Acessorios,27,97.0
527,2023-09-15,Mini Trampolim,Equipamento Esportivo,30,350.0
528,2023-05-21,Relogio Inteligente,Eletronicos,15,899.9
529,2023-08-19,Relogio Inteligente,Eletronicos,38,899.9
530,2023-09-07,Multi-vitaminico,Suplemento,49,89.9
531,2023-10-09,Barraca de Camping,Lazer,25,680.0
532,2023-06-02,Barraca de Camping,Lazer,25,680.0
533,2023-11-17,Multi-vitaminico,Suplemento,34,89.9
534,2023-07-24,Calca,Vestuario,5,246.0
535,2023-09-06,Cantil,Acessorios,38,35.0
536,2023-12-23,Meias,Vestuario,27,19.9
537,2023-09-27,Tenis,Vestuario,28,299.99
538,2023-11-14,Monitor Cardiaco,Eletronicos,3,353.0
539,2023-08-24,Camiseta,Vestuario,14,79.9
540,2023-01-11,Barrinha de Cereal,Alimentos,12,4.5
541,2023-10-13,Cantil,Acessorios,19,35.0
542,2023-12-29,Relogio Inteligente,Eletronicos,2,899.9
543,2023-04-14,Mochila,Acessorios,26,120.0
544,2023-10-30,Luvas,Acessorios,38,97.0
545,2023-12-21,Calca,Vestuario,4,246.0
546,2023-10-02,Monitor Cardiaco,Eletronicos,29,353.0
547,2023-01-16,Meias,Vestuario,20,19.9
548,2023-06-14,Meias,Vestuario,29,19.9
549,2023-03-22,Livro de Receitas Fitnes,Educacao,23,65.0
550,2023-09-22,Cantil,Acessorios,6,35.0
551,2023-07-08,Calca,Vestuario,42,246.0
552,2023-06-23,Creatina,Suplemento,48,139.9
553,2023-12-31,Creatina,Suplemento,49,139.9
554,2023-07-17,Relogio Inteligente,Eletronicos,33,899.9
555,2023-11-03,Calca,Vestuario,28,246.0
556,2023-11-22,Meias,Vestuario,28,19.9
557,2023-11-12,Luvas,Acessorios,46,97.0
558,2023-02-04,Luvas,Acessorios,16,97.0
559,2023-05-25,Mochila,Acessorios,5,120.0
560,2023-04-26,Cantil,Acessorios,31,35.0
561,2023-12-26,Cantil,Acessorios,39,35.0
562,2023-05-24,Camiseta,Vestuario,35,79.9
563,2023-02-12,Mochila,Acessorios,19,120.0
564,2023-04-24,Bicicleta,Equipamento Esportivo,6,2450.0
565,2023-05-09,Barraca de Camping,Lazer,45,680.0
566,2023-09-07,Relogio Inteligente,Eletronicos,30,899.9
567,2023-11-28,Tenis,Vestuario,43,299.99
568,2023-11-21,Barraca de Camping,Lazer,42,680.0
569,2023-09-26,Cantil,Acessorios,46,35.0
570,2023-11-30,Luvas,Acessorios,20,97.0
571,2023-01-20,Creatina,Suplemento,46,139.9
572,2023-07-24,Tenis,Vestuario,39,299.99
573,2023-07-01,Camiseta,Vestuario,7,79.9
574,2023-06-27,Barraca de Camping,Lazer,35,680.0
575,2023-12-25,Livro de Receitas Fitnes,Educacao,10,65.0
576,2023-02-23,Camiseta,Vestuario,29,79.9
577,2023-01-19,Multi-vitaminico,Suplemento,3,89.9
578,2023-01-16,Cantil,Acessorios,20,35.0
579,2023-05-19,Mochila,Acessorios,50,120.0
580,2023-06-04,Mochila,Acessorios,20,120.0
582,2023-10-11,Luvas,Acessorios,47,97.0
583,2023-11-26,Multi-vitaminico,Suplemento,6,89.9
584,2023-03-15,Bicicleta,Equipamento Esportivo,28,2450.0
585,2023-02-19,Multi-vitaminico,Suplemento,46,89.9
586,2023-08-10,Multi-vitaminico,Suplemento,31,89.9
587,2023-12-01,Multi-vitaminico,Suplemento,4,89.9
588,2023-04-04,Tenis,Vestuario,17,299.99
589,2023-02-19,Bicicleta,Equipamento Esportivo,16,2450.0
590,2023-06-29,Luvas,Acessorios,50,97.0
591,2023-08-09,Meias,Vestuario,41,19.9
592,2023-06-17,Luvas,Acessorios,17,97.0
593,2023-03-18,Calca,Vestuario,48,246.0
594,2023-09-24,Livro de Receitas Fitnes,Educacao,9,65.0
595,2023-12-02,Tenis,Vestuario,47,299.99
596,2023-08-29,Calca,Vestuario,18,246.0
597,2023-04-30,Mini Trampolim,Equipamento Esportivo,28,350.0
598,2023-10-19,Mini Trampolim,Equipamento Esportivo,13,350.0
599,2023-12-09,Creatina,Suplemento,32,139.9
600,2023-01-31,Meias,Vestuario,39,19.9
601,2023-09-29,Mochila,Acessorios,32,120.0
602,2023-06-30,Creatina,Suplemento,3,139.9
603,2023-05-02,Mini Trampolim,Equipamento Esportivo,43,350.0
604,2023-02-14,Barrinha de Cereal,Alimentos,13,4.5
605,2023-10-23,Relogio Inteligente,Eletronicos,22,899.9
606,2023-04-06,Calca,Vestuario,19,246.0
607,2023-11-16,Multi-vitaminico,Suplemento,32,89.9
608,2023-04-18,Camiseta,Vestuario,35,79.9
609,2023-11-14,Mini Trampolim,Equipamento Esportivo,20,350.0
610,2023-06-09,Monitor Cardiaco,Eletronicos,36,353.0
611,2023-12-17,Tenis,Vestuario,50,299.99
612,2023-08-20,Camiseta,Vestuario,19,79.9
613,2023-12-06,Tenis,Vestuario,17,299.99
614,2023-01-02,Relogio Inteligente,Eletronicos,3,899.9
615,2023-09-24,Multi-vitaminico,Suplemento,10,89.9
616,2023-02-16,Livro de Receitas Fitnes,Educacao,19,65.0
617,2023-06-02,Relogio Inteligente,Eletronicos,40,899.9
618,2023-01-20,Multi-vitaminico,Suplemento,6,89.9
619,2023-02-15,Mochila,Acessorios,22,120.0
620,2023-05-23,Mochila,Acessorios,29,120.0
621,2023-02-28,Mini Trampolim,Equipamento Esportivo,6,350.0
622,2023-10-05,Tenis,Vestuario,50,299.99
623,2023-11-06,Multi-vitaminico,Suplemento,14,89.9
624,2023-03-25,Calca,Vestuario,32,246.0
625,2023-05-04,Barraca de Camping,Lazer,46,680.0
626,2023-07-27,Barraca de Camping,Lazer,8,680.0
627,2023-12-04,Monitor Cardiaco,Eletronicos,26,353.0
628,2023-12-31,Relogio Inteligente,Eletronicos,35,899.9
629,2023-02-03,Monitor Cardiaco,Eletronicos,32,353.0
630,2023-08-14,Livro de Receitas Fitnes,Educacao,38,65.0
631,2023-05-21,Creatina,Suplemento,8,139.9
632,2023-05-19,Mochila,Acessorios,5,120.0
633,2023-10-09,Relogio Inteligente,Eletronicos,2,899.9
634,2023-07-21,Monitor Cardiaco,Eletronicos,44,353.0
636,2023-12-03,Bicicleta,Equipamento Esportivo,12,2450.0
637,2023-05-01,Cantil,Acessorios,38,35.0
638,2023-07-01,Meias,Vestuario,36,19.9
639,2023-08-20,Barraca de Camping,Lazer,10,680.0
640,2023-08-31,Barraca de Camping,Lazer,41,680.0
641,2023-01-17,Creatina,Suplemento,7,139.9
642,2023-11-03,Monitor Cardiaco,Eletronicos,35,353.0
643,2023-01-23,Tenis,Vestuario,32,299.99
644,2023-10-07,Mochila,Acessorios,45,120.0
645,2023-10-31,Relogio Inteligente,Eletronicos,7,899.9
646,2023-12-13,Meias,Vestuario,48,19.9
647,2023-03-24,Camiseta,Vestuario,17,79.9
648,2023-08-21,Calca,Vestuario,19,246.0
650,2023-07-09,Barrinha de Cereal,Alimentos,45,4.5
651,2023-12-03,Calca,Vestuario,31,246.0
652,2023-08-30,Livro de Receitas Fitnes,Educacao,49,65.0
653,2023-02-08,Livro de Receitas Fitnes,Educacao,2,65.0
654,2023-06-04,Cantil,Acessorios,28,35.0
655,2023-11-06,Multi-vitaminico,Suplemento,23,89.9
656,2023-06-20,Livro de Receitas Fitnes,Educacao,26,65.0
657,2023-10-31,Monitor Cardiaco,Eletronicos,42,353.0
658,2023-03-26,Calca,Vestuario,10,246.0
659,2023-04-03,Camiseta,Vestuario,38,79.9
660,2023-05-13,Meias,Vestuario,12,19.9
661,2023-09-22,Cantil,Acessorios,39,35.0
662,2023-04-01,Meias,Vestuario,29,19.9
663,2023-01-27,Tenis,Vestuario,25,299.99
664,2023-12-25,Cantil,Acessorios,45,35.0
665,2023-04-17,Livro de Receitas Fitnes,Educacao,46,65.0
666,2023-07-02,Livro de Receitas Fitnes,Educacao,45,65.0
667,2023-09-07,Bicicleta,Equipamento Esportivo,19,2450.0
668,2023-12-10,Camiseta,Vestuario,19,79.9
669,2023-06-07,Luvas,Acessorios,6,97.0
670,2023-06-17,Livro de Receitas Fitnes,Educacao,32,65.0
671,2023-06-01,Creatina,Suplemento,24,139.9
672,2023-10-20,Livro de Receitas Fitnes,Educacao,8,65.0
673,2023-08-10,Bicicleta,Equipamento Esportivo,3,2450.0
674,2023-12-27,Relogio Inteligente,Eletronicos,9,899.9
675,2023-03-14,Mochila,Acessorios,48,120.0
676,2023-12-28,Creatina,Suplemento,9,139.9
677,2023-07-03,Luvas,Acessorios,49,97.0
678,2023-04-13,Calca,Vestuario,50,246.0
679,2023-08-04,Mochila,Acessorios,18,120.0
680,2023-06-20,Camiseta,Vestuario,50,79.9
681,2023-07-27,Meias,Vestuario,9,19.9
682,2023-03-15,Multi-vitaminico,Suplemento,35,89.9
683,2023-01-30,Creatina,Suplemento,39,139.9
684,2023-02-09,Meias,Vestuario,32,19.9
685,2023-04-11,Barrinha de Cereal,Alimentos,22,4.5
686,2023-08-08,Livro de Receitas Fitnes,Educacao,38,65.0
687,2023-10-29,Camiseta,Vestuario,44,79.9
688,2023-11-25,Monitor Cardiaco,Eletronicos,6,353.0
689,2023-11-20,Creatina,Suplemento,26,139.9
690,2023-07-08,Barrinha de Cereal,Alimentos,1,4.5
691,2023-08-03,Barrinha de Cereal,Alimentos,34,4.5
692,2023-09-04,Bicicleta,Equipamento Esportivo,23,2450.0
693,2023-05-20,Creatina,Suplemento,15,139.9
694,2023-09-18,Livro de Receitas Fitnes,Educacao,23,65.0
695,2023-01-10,Multi-vitaminico,Suplemento,28,89.9
696,2023-11-19,Relogio Inteligente,Eletronicos,5,899.9
697,2023-08-01,Relogio Inteligente,Eletronicos,34,899.9
698,2023-11-06,Cantil,Acessorios,36,35.0
699,2023-08-05,Multi-vitaminico,Suplemento,11,89.9
700,2023-11-19,Multi-vitaminico,Suplemento,9,89.9
701,2023-08-16,Mini Trampolim,Equipamento Esportivo,30,350.0
702,2023-01-12,Creatina,Suplemento,31,139.9
703,2023-01-15,Barraca de Camping,Lazer,44,680.0
704,2023-01-02,Cantil,Acessorios,49,35.0
705,2023-08-09,Mochila,Acessorios,16,120.0
706,2023-06-01,Bicicleta,Equipamento Esportivo,9,2450.0
707,2023-07-24,Barrinha de Cereal,Alimentos,2,4.5
708,2023-05-10,Monitor Cardiaco,Eletronicos,14,353.0
709,2023-04-09,Mochila,Acessorios,33,120.0
710,2023-09-03,Cantil,Acessorios,11,35.0
711,2023-10-11,Bicicleta,Equipamento Esportivo,4,2450.0
712,2023-03-26,Bicicleta,Equipamento Esportivo,5,2450.0
713,2023-10-23,Mochila,Acessorios,42,120.0
714,2023-10-21,Camiseta,Vestuario,28,79.9
715,2023-04-23,Barraca de Camping,Lazer,47,680.0
716,2023-09-11,Luvas,Acessorios,20,97.0
717,2023-10-25,Mochila,Acessorios,35,120.0
718,2023-12-04,Camiseta,Vestuario,35,79.9
719,2023-01-07,Mini Trampolim,Equipamento Esportivo,31,350.0
720,2023-08-26,Barraca de Camping,Lazer,45,680.0
721,2023-06-08,Meias,Vestuario,20,19.9
722,2023-11-23,Meias,Vestuario,45,19.9
723,2023-08-23,Tenis,Vestuario,19,299.99
724,2023-01-19,Multi-vitaminico,Suplemento,14,89.9
725,2023-11-29,Livro de Receitas Fitnes,Educacao,26,65.0
726,2023-08-26,Luvas,Acessorios,7,97.0
727,2023-08-30,Barrinha de Cereal,Alimentos,1,4.5
728,2023-07-18,Tenis,Vestuario,12,299.99
729,2023-07-04,Camiseta,Vestuario,26,79.9
730,2023-06-09,Barrinha de Cereal,Alimentos,29,4.5
731,2023-03-14,Camiseta,Vestuario,12,79.9
732,2023-02-10,Bicicleta,Equipamento Esportivo,12,2450.0
733,2023-04-06,Meias,Vestuario,9,19.9
734,2023-04-30,Mini Trampolim,Equipamento Esportivo,48,350.0
735,2023-12-06,Relogio Inteligente,Eletronicos,9,899.9
736,2023-05-01,Mini Trampolim,Equipamento Esportivo,20,350.0
737,2023-12-28,Livro de Receitas Fitnes,Educacao,50,65.0
738,2023-03-31,Livro de Receitas Fitnes,Educacao,34,65.0
739,2023-12-13,Mini Trampolim,Equipamento Esportivo,33,350.0
740,2023-04-11,Livro de Receitas Fitnes,Educacao,1,65.0
741,2023-02-24,Livro de Receitas Fitnes,Educacao,7,65.0
742,2023-10-01,Mochila,Acessorios,25,120.0
743,2023-05-14,Relogio Inteligente,Eletronicos,22,899.9
744,2023-03-25,Creatina,Suplemento,23,139.9
745,2023-12-27,Mochila,Acessorios,10,120.0
746,2023-09-28,Bicicleta,Equipamento Esportivo,32,2450.0
747,2023-11-07,Calca,Vestuario,27,246.0
748,2023-06-01,Livro de Receitas Fitnes,Educacao,39,65.0
749,2023-04-07,Calca,Vestuario,33,246.0
750,2023-05-24,Mini Trampolim,Equipamento Esportivo,28,350.0
751,2023-09-21,Cantil,Acessorios,49,35.0
752,2023-08-19,Cantil,Acessorios,20,35.0
753,2023-03-13,Livro de Receitas Fitnes,Educacao,38,65.0
754,2023-08-09,Mini Trampolim,Equipamento Esportivo,33,350.0
755,2023-06-20,Relogio Inteligente,Eletronicos,50,899.9
756,2023-09-23,Livro de Receitas Fitnes,Educacao,8,65.0
757,2023-01-22,Calca,Vestuario,43,246.0
758,2023-03-06,Meias,Vestuario,42,19.9
759,2023-05-10,Relogio Inteligente,Eletronicos,3,899.9
760,2023-06-18,Barraca de Camping,Lazer,49,680.0
761,2023-02-03,Meias,Vestuario,41,19.9
762,2023-10-21,Relogio Inteligente,Eletronicos,13,899.9
763,2023-03-21,Camiseta,Vestuario,9,79.9
764,2023-11-03,Monitor Cardiaco,Eletronicos,23,353.0
765,2023-05-10,Barrinha de Cereal,Alimentos,48,4.5
766,2023-07-13,Camiseta,Vestuario,35,79.9
767,2023-04-27,Tenis,Vestuario,24,299.99
768,2023-08-28,Barrinha de Cereal,Alimentos,45,4.5
769,2023-07-04,Multi-vitaminico,Suplemento,40,89.9
770,2023-06-05,Luvas,Acessorios,36,97.0
771,2023-09-21,Relogio Inteligente,Eletronicos,27,899.9
772,2023-11-12,Barrinha de Cereal,Alimentos,15,4.5
773,2023-12-26,Tenis,Vestuario,11,299.99
774,2023-10-30,Bicicleta,Equipamento Esportivo,50,2450.0
775,2023-07-18,Mini Trampolim,Equipamento Esportivo,36,350.0
776,2023-08-20,Tenis,Vestuario,9,299.99
777,2023-08-10,Cantil,Acessorios,39,35.0
778,2023-01-19,Barrinha de Cereal,Alimentos,7,4.5
779,2023-03-05,Calca,Vestuario,7,246.0
780,2023-08-02,Meias,Vestuario,8,19.9
781,2023-02-17,Livro de Receitas Fitnes,Educacao,17,65.0
782,2023-08-26,Cantil,Acessorios,14,35.0
783,2023-06-23,Mini Trampolim,Equipamento Esportivo,27,350.0
784,2023-01-03,Meias,Vestuario,40,19.9
785,2023-03-11,Cantil,Acessorios,15,35.0
786,2023-01-18,Camiseta,Vestuario,45,79.9
787,2023-10-10,Bicicleta,Equipamento Esportivo,35,2450.0
788,2023-11-25,Barrinha de Cereal,Alimentos,25,4.5
789,2023-05-19,Luvas,Acessorios,5,97.0
790,2023-11-17,Mini Trampolim,Equipamento Esportivo,22,350.0
791,2023-02-07,Livro de Receitas Fitnes,Educacao,31,65.0
792,2023-06-07,Multi-vitaminico,Suplemento,26,89.9
793,2023-10-03,Cantil,Acessorios,36,35.0
794,2023-02-25,Mini Trampolim,Equipamento Esportivo,44,350.0
795,2023-04-10,Monitor Cardiaco,Eletronicos,23,353.0
796,2023-04-25,Camiseta,Vestuario,16,79.9
797,2023-09-21,Mini Trampolim,Equipamento Esportivo,29,350.0
798,2023-05-24,Multi-vitaminico,Suplemento,36,89.9
799,2023-12-06,Monitor Cardiaco,Eletronicos,47,353.0
800,2023-06-17,Tenis,Vestuario,37,299.99
801,2023-12-02,Luvas,Acessorios,21,97.0
802,2023-07-03,Camiseta,Vestuario,44,79.9
803,2023-01-25,Multi-vitaminico,Suplemento,13,89.9
804,2023-04-12,Tenis,Vestuario,28,299.99
805,2023-03-11,Relogio Inteligente,Eletronicos,24,899.9
806,2023-01-19,Creatina,Suplemento,37,139.9
807,2023-10-16,Livro de Receitas Fitnes,Educacao,6,65.0
808,2023-03-23,Camiseta,Vestuario,5,79.9
809,2023-04-05,Mini Trampolim,Equipamento Esportivo,39,350.0
810,2023-08-12,Cantil,Acessorios,17,35.0
811,2023-12-16,Barraca de Camping,Lazer,11,680.0
812,2023-09-29,Camiseta,Vestuario,42,79.9
813,2023-09-01,Camiseta,Vestuario,5,79.9
814,2023-10-03,Relogio Inteligente,Eletronicos,18,899.9
815,2023-05-19,Mochila,Acessorios,15,120.0
816,2023-12-23,Meias,Vestuario,37,19.9
818,2023-08-27,Camiseta,Vestuario,16,79.9
819,2023-01-30,Relogio Inteligente,Eletronicos,36,899.9
820,2023-09-10,Cantil,Acessorios,3,35.0
821,2023-09-25,Calca,Vestuario,39,246.0
822,2023-02-19,Tenis,Vestuario,7,299.99
823,2023-06-05,Relogio Inteligente,Eletronicos,46,899.9
824,2023-02-22,Calca,Vestuario,5,246.0
825,2023-04-20,Camiseta,Vestuario,43,79.9
826,2023-08-21,Bicicleta,Equipamento Esportivo,44,2450.0
827,2023-04-18,Barrinha de Cereal,Alimentos,29,4.5
828,2023-12-24,Tenis,Vestuario,13,299.99
829,2023-02-28,Calca,Vestuario,41,246.0
830,2023-04-04,Creatina,Suplemento,24,139.9
831,2023-08-03,Luvas,Acessorios,50,97.0
832,2023-07-22,Barraca de Camping,Lazer,28,680.0
833,2023-12-05,Bicicleta,Equipamento Esportivo,17,2450.0
834,2023-09-15,Creatina,Suplemento,21,139.9
835,2023-05-15,Bicicleta,Equipamento Esportivo,15,2450.0
836,2023-07-02,Livro de Receitas Fitnes,Educacao,49,65.0
837,2023-03-07,Relogio Inteligente,Eletronicos,19,899.9
838,2023-05-01,Cantil,Acessorios,11,35.0
839,2023-09-16,Tenis,Vestuario,12,299.99
840,2023-08-16,Luvas,Acessorios,33,97.0
841,2023-07-07,Monitor Cardiaco,Eletronicos,6,353.0
842,2023-09-12,Barraca de Camping,Lazer,24,680.0
843,2023-09-05,Livro de Receitas Fitnes,Educacao,48,65.0
844,2023-01-07,Barraca de Camping,Lazer,16,680.0
845,2023-04-13,Relogio Inteligente,Eletronicos,35,899.9
846,2023-06-10,Monitor Cardiaco,Eletronicos,11,353.0
847,2023-12-30,Livro de Receitas Fitnes,Educacao,34,65.0
848,2023-05-19,Mini Trampolim,Equipamento Esportivo,27,350.0
849,2023-04-10,Luvas,Acessorios,50,97.0
850,2023-08-28,Tenis,Vestuario,8,299.99
851,2023-05-27,Livro de Receitas Fitnes,Educacao,47,65.0
852,2023-10-23,Calca,Vestuario,35,246.0
853,2023-10-26,Monitor Cardiaco,Eletronicos,7,353.0
854,2023-09-04,Barraca de Camping,Lazer,26,680.0
855,2023-03-22,Mochila,Acessorios,25,120.0
856,2023-04-20,Livro de Receitas Fitnes,Educacao,17,65.0
857,2023-09-22,Cantil,Acessorios,50,35.0
858,2023-05-21,Monitor Cardiaco,Eletronicos,36,353.0
859,2023-04-05,Monitor Cardiaco,Eletronicos,31,353.0
860,2023-12-16,Calca,Vestuario,29,246.0
861,2023-03-25,Meias,Vestuario,14,19.9
862,2023-04-23,Tenis,Vestuario,6,299.99
863,2023-05-08,Mini Trampolim,Equipamento Esportivo,13,350.0
864,2023-10-23,Relogio Inteligente,Eletronicos,3,899.9
865,2023-08-14,Multi-vitaminico,Suplemento,42,89.9
866,2023-11-08,Livro de Receitas Fitnes,Educacao,15,65.0
867,2023-12-02,Calca,Vestuario,49,246.0
868,2023-12-11,Monitor Cardiaco,Eletronicos,38,353.0
869,2023-10-21,Tenis,Vestuario,50,299.99
870,2023-07-11,Multi-vitaminico,Suplemento,28,89.9
871,2023-10-05,Luvas,Acessorios,7,97.0
872,2023-11-20,Barraca de Camping,Lazer,21,680.0
873,2023-03-31,Tenis,Vestuario,13,299.99
874,2023-10-24,Mini Trampolim,Equipamento Esportivo,29,350.0
875,2023-03-03,Livro de Receitas Fitnes,Educacao,18,65.0
876,2023-11-18,Multi-vitaminico,Suplemento,29,89.9
877,2023-04-11,Monitor Cardiaco,Eletronicos,2,353.0
878,2023-07-17,Cantil,Acessorios,14,35.0
879,2023-04-11,Cantil,Acessorios,13,35.0
880,2023-10-18,Meias,Vestuario,6,19.9
881,2023-02-26,Livro de Receitas Fitnes,Educacao,40,65.0
882,2023-10-15,Calca,Vestuario,25,246.0
883,2023-12-15,Monitor Cardiaco,Eletronicos,27,353.0
884,2023-01-03,Mini Trampolim,Equipamento Esportivo,45,350.0
885,2023-07-21,Livro de Receitas Fitnes,Educacao,12,65.0
886,2023-01-05,Barrinha de Cereal,Alimentos,8,4.5
887,2023-06-04,Camiseta,Vestuario,33,79.9
888,2023-01-28,Monitor Cardiaco,Eletronicos,4,353.0
889,2023-04-20,Barraca de Camping,Lazer,39,680.0
890,2023-09-07,Camiseta,Vestuario,2,79.9
892,2023-08-31,Livro de Receitas Fitnes,Educacao,41,65.0
893,2023-09-17,Barraca de Camping,Lazer,25,680.0
894,2023-04-27,Livro de Receitas Fitnes,Educacao,35,65.0
895,2023-01-14,Meias,Vestuario,24,19.9
896,2023-09-19,Mini Trampolim,Equipamento Esportivo,24,350.0
897,2023-11-20,Tenis,Vestuario,4,299.99
898,2023-07-24,Multi-vitaminico,Suplemento,23,89.9
899,2023-08-02,Creatina,Suplemento,24,139.9
900,2023-03-31,Mini Trampolim,Equipamento Esportivo,11,350.0
901,2023-01-20,Bicicleta,Equipamento Esportivo,11,2450.0
902,2023-01-28,Camiseta,Vestuario,13,79.9
903,2023-08-02,Cantil,Acessorios,3,35.0
904,2023-04-16,Monitor Cardiaco,Eletronicos,29,353.0
905,2023-03-18,Barrinha de Cereal,Alimentos,50,4.5
906,2023-10-04,Calca,Vestuario,9,246.0
907,2023-11-24,Barraca de Camping,Lazer,28,680.0
908,2023-05-05,Luvas,Acessorios,3,97.0
909,2023-11-03,Camiseta,Vestuario,2,79.9
910,2023-08-18,Camiseta,Vestuario,46,79.9
911,2023-05-27,Creatina,Suplemento,36,139.9
912,2023-12-26,Multi-vitaminico,Suplemento,24,89.9
913,2023-02-12,Mini Trampolim,Equipamento Esportivo,24,350.0
914,2023-05-04,Tenis,Vestuario,34,299.99
915,2023-01-24,Luvas,Acessorios,10,97.0
916,2023-02-09,Bicicleta,Equipamento Esportivo,27,2450.0
917,2023-12-01,Bicicleta,Equipamento Esportivo,35,2450.0
918,2023-12-02,Monitor Cardiaco,Eletronicos,26,353.0
920,2023-04-25,Mochila,Acessorios,9,120.0
921,2023-10-26,Barraca de Camping,Lazer,29,680.0
922,2023-06-25,Relogio Inteligente,Eletronicos,14,899.9
923,2023-05-07,Creatina,Suplemento,8,139.9
924,2023-07-26,Meias,Vestuario,15,19.9
925,2023-03-27,Luvas,Acessorios,17,97.0
926,2023-09-09,Tenis,Vestuario,6,299.99
927,2023-08-24,Bicicleta,Equipamento Esportivo,17,2450.0
928,2023-09-15,Barraca de Camping,Lazer,32,680.0
929,2023-03-20,Mochila,Acessorios,13,120.0
930,2023-04-22,Barraca de Camping,Lazer,13,680.0
931,2023-09-06,Relogio Inteligente,Eletronicos,10,899.9
932,2023-04-30,Mochila,Acessorios,24,120.0
933,2023-10-31,Calca,Vestuario,17,246.0
934,2023-03-26,Calca,Vestuario,36,246.0
935,2023-11-04,Mini Trampolim,Equipamento Esportivo,33,350.0
936,2023-06-30,Multi-vitaminico,Suplemento,44,89.9
937,2023-02-01,Multi-vitaminico,Suplemento,20,89.9
938,2023-06-05,Meias,Vestuario,27,19.9
939,2023-10-29,Mochila,Acessorios,9,120.0
940,2023-03-23,Monitor Cardiaco,Eletronicos,1,353.0
941,2023-07-24,Monitor Cardiaco,Eletronicos,38,353.0
942,2023-05-14,Creatina,Suplemento,43,139.9
943,2023-11-23,Livro de Receitas Fitnes,Educacao,41,65.0
944,2023-06-12,Relogio Inteligente,Eletronicos,22,899.9
945,2023-09-22,Mini Trampolim,Equipamento Esportivo,7,350.0
947,2023-04-16,Creatina,Suplemento,30,139.9
948,2023-06-04,Barraca de Camping,Lazer,8,680.0
949,2023-01-11,Barraca de Camping,Lazer,29,680.0
950,2023-10-19,Tenis,Vestuario,21,299.99
951,2023-12-03,Cantil,Acessorios,20,35.0
952,2023-03-24,Creatina,Suplemento,42,139.9
953,2023-03-25,Mini Trampolim,Equipamento Esportivo,50,350.0
954,2023-05-07,Mini Trampolim,Equipamento Esportivo,17,350.0
955,2023-12-10,Barraca de Camping,Lazer,24,680.0
956,2023-04-21,Monitor Cardiaco,Eletronicos,25,353.0
957,2023-11-09,Bicicleta,Equipamento Esportivo,35,2450.0
958,2023-02-08,Tenis,Vestuario,25,299.99
959,2023-01-20,Calca,Vestuario,45,246.0
960,2023-12-03,Calca,Vestuario,30,246.0
961,2023-05-07,Bicicleta,Equipamento Esportivo,18,2450.0
962,2023-09-23,Luvas,Acessorios,33,97.0
